Num,x,y
233,20.08235126,22.23074638
234,20.66532095,19.7289224
235,21.38452493,15.14392079
236,21.32891881,14.99631554
237,22.00855064,18.86828874
238,19.14959306,20.82367817
239,22.88929899,19.59048179
240,21.00618493,14.88046538
241,20.9890309,19.94633972
242,17.29370391,14.46048144
243,14.36510988,17.74538593
244,19.41155909,18.54294524
245,20.30617961,16.08457636
246,19.02953369,21.63046474
247,21.63886253,21.7486374
248,22.26962195,18.99909951
249,22.24773499,17.959182
250,19.39482026,15.30162516
251,21.55749692,18.85077022
252,15.51634208,18.6796412
253,17.52541824,15.68785648
254,18.84848455,21.76309821
255,14.46708344,20.36257454
256,19.60632851,21.36794602
257,21.36352348,14.26430157
258,17.55462094,17.86715353
259,23.33785814,18.91335225
260,13.56188361,18.4211917
261,18.87690564,19.56730902
262,16.71540793,16.74243197
263,16.19188359,15.80269221
264,17.013671,21.27103376
265,13.91149748,18.39025335
266,22.55547884,20.64086097
267,16.77490209,17.50711934
268,18.77000627,15.51509382
269,21.19542936,17.12494512
270,16.82387189,16.65811663
271,16.43249604,15.14200637
272,19.44292542,15.74767485
273,22.80195182,15.72655148
274,17.09914765,18.02161124
275,20.14225909,14.79244178
276,17.64517393,20.62558449
277,21.66527359,15.19175046
278,19.54747214,18.87152015
279,18.97447423,13.58727811
280,22.29555098,20.44563954
281,14.08413714,45.13378403
282,10.3680113,49.41819927
283,17.31135285,45.05724995
284,15.43258309,49.53810055
285,14.61923042,44.05118479
286,15.08257954,44.17682774
287,9.511299156,49.73313018
288,18.61462509,47.39536353
289,15.56925785,43.67094189
290,17.01531184,48.02115403
291,12.91130068,47.5229507
292,13.67444489,48.26911409
293,13.54587582,48.20325023
294,13.08178042,47.59512511
295,14.43435238,48.60533332
296,17.73588937,49.50204407
297,10.70479578,47.92812766
298,10.4608314,48.5642257
299,11.84042564,47.1318638
300,11.85944149,46.27822808
301,10.44262279,47.9962438
302,15.21177461,49.2047398
303,12.81377611,43.89449851
304,12.89398611,45.98379865
305,9.894598999,48.62885002
306,16.72607573,47.02676252
307,9.639754948,47.490949
308,10.53220846,45.86647616
309,12.85037393,45.89122012
310,10.65105603,45.73582737
311,10.45525335,48.06684781
312,10.95038003,48.58034324
313,17.08296321,49.81861443
314,9.973955369,45.67789187
315,14.38913439,47.09208795
316,14.40238726,47.65077578
317,15.65368904,47.90141596
318,12.46906418,47.41964433
319,10.08645777,46.89108065
320,16.03537022,49.65787614
321,13.78118381,45.63679432
322,14.15064754,48.31848936
323,13.61525792,46.83728911
324,12.49957945,49.22295475
325,10.79829784,47.996864
326,11.14378795,44.89668382
327,15.62989843,49.00902212
328,9.210229107,48.46109892
329,12.10746789,45.0795605
330,13.82815606,45.16651032
331,12.29585642,46.49547395
332,11.54526604,45.48384716
333,13.54985445,44.95027214
334,16.92276245,49.11256255
335,11.00906865,45.1335901
336,13.08378517,43.99559439
337,13.5480699,47.11467664
338,10.91965171,44.3498394
339,15.46929288,45.25831102
340,10.8519851,44.87917723
341,11.20183379,47.0289931
342,17.01320562,47.32440546
343,12.12963155,48.73261954
344,16.40625192,44.7846564
345,15.48338283,46.8756026
346,15.48931364,46.5122094
347,16.58237076,49.42937173
348,12.68238119,45.38053132
349,9.624413411,49.77037896
350,11.13112589,44.30550467
351,10.10606633,46.33749995
352,12.02938727,46.79786215
353,11.56238118,47.25990268
354,12.66645166,48.36897699
355,15.09823082,46.62697344
356,13.01122848,49.70195089
357,14.26493906,48.12372839
358,12.08303196,43.78658255
359,10.71759575,45.01684415
360,13.6076686,46.44736336
361,16.94692661,48.7263184
362,11.44535281,48.32463162
363,15.71832529,49.18030923
364,12.47644578,45.00059334
365,14.87926352,44.16904928
366,16.25076323,46.14025397
367,13.56233241,49.94648433
368,12.05322424,45.66392914
369,15.0180156,48.64770699
370,16.3686967,49.75717321
371,16.90865864,44.54012726
372,42.39520422,29.92544027
373,45.06630517,31.00002585
374,47.32324221,30.23937951
375,41.97554888,32.43781408
376,43.68071572,34.46197181
377,44.13551781,27.57079897
378,47.4848554,35.91441201
379,43.26687321,33.23794483
380,45.21840771,27.45209861
381,44.64960926,28.61038341
382,42.06254246,29.2452614
383,42.23183493,33.36715593
384,46.10628289,31.82240748
385,43.50788718,29.16241807
386,45.46974202,32.2198339
387,47.50773136,33.04355188
388,46.10736678,35.8069102
389,45.79108721,31.13045685
390,44.25560666,28.25002083
391,44.32418926,29.11596653
392,45.39523554,26.8833696
393,44.44383198,35.46260653
394,47.77718639,34.25201717
395,43.55115831,28.84300834
396,43.98294099,29.29754129
397,48.40666084,32.68489394
398,48.06233338,35.01328463
399,48.15338956,28.82730944
400,42.89531844,29.86433834
401,45.40838313,30.27826316
402,43.49436411,28.26532069
403,44.64913469,35.86576505
404,46.29962243,36.44000936
405,44.94606675,30.83101522
406,42.41305664,30.6927355
407,44.27778596,27.98819528
408,42.88640342,30.43027354
409,44.8694061,36.34741884
410,43.10643981,30.34662304
411,44.45374037,31.17800889
412,49.43996858,33.03224566
413,49.1487856,35.18646698
414,44.60775932,35.27840088
415,43.16548188,30.43083072
416,48.66624145,35.33801918
417,49.33451141,33.280002
418,41.73397554,29.38570409
419,47.20009721,32.73918211
420,46.89930635,35.93618995
421,45.66893645,30.76295296
422,47.75034224,28.52176937
423,41.62119785,31.83489419
424,41.58739348,31.21975653
425,42.23416257,28.87861215
426,49.47543213,34.45506633
427,41.87885918,30.85224099
428,45.50424608,32.17832617
429,43.71403158,34.39632387
430,47.79200166,34.56778094
431,45.88647677,34.40217106
432,44.40972751,33.93483375
433,44.40484459,34.72560014
434,44.93830051,31.63267868
435,49.87798877,29.71520517
436,46.48017416,34.81412752
437,49.62942642,29.93329508
438,44.86075911,35.68040075
439,47.75713276,35.68841987
440,43.68481902,30.10142162
441,46.98462463,33.70507004
442,48.76896832,30.46390175
443,44.57448783,28.53659704
444,45.75772515,27.32678174
445,46.35212985,32.15536293
446,43.9771302,27.36966679
447,46.92242552,27.16516385
448,48.27190168,33.94427736
449,43.51655687,35.79650737
450,45.19088916,29.67393468
451,42.4803579,28.61911428
452,46.34735717,35.7302772
453,43.56254699,29.32929927
454,48.69545103,29.48960982
455,47.85906881,29.46587758
456,43.54942934,30.6598679
457,44.07623753,29.86834645
458,47.17747831,30.78633526
459,42.6785811,29.16136318
460,49.58579506,32.85547898
461,49.91145365,34.35682274
462,42.21069887,32.67785577
463,45.62675891,27.14847922
464,47.8270054,27.83999078
465,43.64021627,29.68532963
466,42.15651432,32.88827772
467,44.17754487,34.83743487
468,49.38246154,33.11433722
469,48.58616253,30.28695129
470,45.43690614,28.67758988
471,47.49262901,32.66050101
472,44.73350982,33.82464399
473,42.56268664,34.83152519
474,42.5604578,29.25018282
475,41.86686466,30.38529196
476,44.48387407,35.76108403
477,49.39677165,28.57920952
478,44.84387502,29.30466075
479,44.47691568,31.40366753
480,47.3583805,32.29179304
481,47.19329715,27.11455141
482,46.26723313,29.06115134
483,43.15589315,33.46589392
484,42.65918918,33.91170702
485,45.04764875,31.40692161
486,48.8640362,29.9300525
487,46.97453366,31.43478243
488,46.51249356,27.3209826
489,41.92721138,30.95815973
490,46.57728806,29.26181402
491,43.94574249,35.48567048
492,45.96361912,28.08019952
493,49.27355894,31.75916743
494,45.83426649,35.75975232
495,48.58941773,35.64529985
496,45.37993065,26.99013199
497,40.03759367,13.64046419
498,39.94579973,8.149311842
499,40.59469931,7.331474403
500,42.54535732,8.384950353
501,39.73018056,12.77086041
502,41.95907286,12.30786667
503,45.14795645,7.760571437
504,45.30757705,8.015687856
505,45.36836661,9.987446624
506,42.11074535,11.72231876
507,38.66174459,9.159290224
508,46.18410228,13.82674236
509,44.18746672,11.27994739
510,45.13222835,11.10765458
511,43.92671617,7.911655627
512,41.43052927,11.90129427
513,44.99668985,9.194271848
514,46.20359065,10.43914849
515,43.82578623,13.01162008
516,40.65668168,9.671993514
517,46.08245303,14.0908647
518,44.25442523,8.827017391
519,43.23986244,6.154712483
520,46.30513266,8.082117851
521,45.01243576,6.601325848
522,38.3729595,11.54457883
523,40.81382202,9.27706172
524,42.54192087,11.65293738
525,45.32643563,7.209489668
526,43.09279233,14.10332735
527,41.99109127,9.488236485
528,44.87534505,8.232224218
529,42.52021419,11.86708524
530,39.89787108,8.656158703
531,45.64386675,13.52524436
532,41.90643334,7.425308364
533,41.7377914,7.955574494
534,45.41714756,7.281102443
535,39.66129129,13.26382952
536,43.73443498,7.786237476
537,46.31731782,11.85595964
538,44.83034279,11.77950564
539,47.95437973,11.89298848
540,44.77769879,13.64917917
541,45.39108257,12.15419291
542,46.12314092,9.275581065
543,47.86455282,9.453625793
544,40.89540927,12.57589541
545,40.96044668,13.74266019
546,45.14328311,14.0383521
547,47.46907217,8.049159105
548,44.5281886,9.03132909
549,42.44368374,14.79640196
550,44.46683876,8.753397424
551,44.69152659,6.981184942
552,43.16476136,8.325219532
553,39.42231548,9.244762672
554,43.53684477,12.39238188
555,42.53694635,6.936327916
556,41.59504066,9.291746585
557,39.76760442,13.52538724
558,39.39118689,13.19292278
559,44.31899226,8.873030843
560,42.51784011,10.29302466
561,45.03585141,6.026556401
562,44.82795463,8.217003042
563,47.6873908,10.64311359
564,39.76331222,11.32086087
565,41.22024238,11.54354839
566,39.53465462,8.950538133
567,44.14799842,9.271532994
568,46.65806144,10.81127394
569,39.53667329,9.658566043
570,45.80015474,10.57630564
571,46.953353,7.747586069
572,44.82679797,6.294886525
573,44.19952709,6.603542015
574,43.28036462,12.21388139
575,40.16685508,10.54943323
576,46.76051574,12.14791924
577,43.75225243,15.40958261
578,44.06340825,5.94453935
579,40.14886002,12.4699312
580,40.37402437,8.527300375
581,40.83471265,9.844362769
582,47.33981049,8.507840274
583,42.91073767,13.41316561
584,44.12751849,10.96879678
585,42.63435073,14.95372062
586,44.13930781,12.65151773
587,44.50714695,12.18397959
588,43.74499994,9.382546286
589,44.92613324,10.83454571
590,41.69523034,11.28577248
591,44.62065223,5.944567599
592,46.01420744,13.84127594
593,44.8832236,13.3199708
594,44.78262281,7.010058761
595,44.02690994,11.65775799
596,45.28605973,14.58290433
597,42.00537852,8.323581599
598,47.89628288,8.787037696
599,39.32132183,12.07736697
600,42.24595421,10.57822599
601,40.53730686,9.71851707
602,39.5140558,9.966719912
603,41.95205858,13.34530848
