Num,x1,y1,x2,y2,dist,far,interval
134,20,7,2.758926924,9.851810404,17.47533758,0,1.61
135,21,5,10.06067018,8.880251154,11.6071222,0,2.86
136,32,43,23.37957366,31.31957081,14.51703057,0,3.33
137,23,42,24.19424179,25.3367008,16.70603943,0,1.49
138,44,45,34.52330696,33.89153016,14.60156886,0,5.69
139,10,13,24.42632039,13.44727001,14.43325224,0,4.99
140,35,7,35.40434565,22.49348873,15.4987641,0,1.29
141,33,37,22.42288106,26.84711091,14.66139836,0,3.49
142,24,3,32.14806934,15.87182652,15.23400643,0,0.25
143,38,19,31.39895457,33.14789937,15.61207409,0,3.87
144,13,45,26.43228025,49.29561629,14.10242788,0,1.35
145,48,16,34.40404758,14.71935914,13.65613281,0,0.4
146,34,41,49.65827112,49.63894528,17.88331149,0,4.46
147,49,17,35.49246603,21.01249811,14.0909054,0,0.12
148,30,25,26.03610525,40.06253482,15.57537855,0,3.86
149,29,49,32.20644361,35.25271154,14.11627502,0,2.28
150,16,14,10.42825686,30.26082122,17.18891004,0,2.06
151,4,16,18.81969843,5.005524402,18.45269507,0,0.13
152,12,32,23.26259989,26.07627591,12.72543372,0,1.3
153,17,35,18.00584857,16.19031444,18.83656025,0,1.1
154,43,2,31.03521935,12.91240954,16.19372279,0,1.71
155,24,46,9.487804346,45.56739941,14.51864202,0,0.77
156,31,27,31.57796276,40.36002469,13.37252035,0,6.15
157,21,30,7.428477319,25.92430221,14.17030488,0,0.79
158,22,19,31.89111343,28.40535173,13.64898407,0,1.03
159,19,45,2.455675295,35.10220252,19.279032,0,6.07
160,18,25,29.79463189,29.16022933,12.50683211,0,1.33
161,37,39,27.20273734,22.99022056,18.7696402,0,1.58
162,15,35,2.444323866,38.96916225,13.16811498,0,1.29
163,40,3,25.33300918,3.582793813,14.67856493,0,0.5
164,21,16,31.70446138,27.84419259,15.96466071,0,2.05
165,37,19,33.52415418,4.725750042,14.69134834,0,2.04
166,26,47,10.10713696,42.45612741,16.52966648,0,6.93
167,36,34,26.12127492,21.32457856,16.07033036,0,1.6
168,29,8,27.47115958,18.97390547,11.07988963,0,3.37
169,37,43,22.14110931,49.25264082,16.12086071,0,4.31
170,31,11,31.21900411,20.90975386,9.912173542,0,1.04
171,39,48,34.11713596,27.67142148,20.90678038,0,0.52
172,18,24,7.822628587,14.57011571,13.87449482,0,0.29
173,8,39,10.99526205,21.88046086,17.37959191,0,1.23
174,30,3,14.77095546,4.745122377,15.32870672,0,4.26
175,30,41,46.98391535,45.98046163,17.69910672,0,5.46
176,15,43,29.9226961,33.07866576,17.91981395,0,1.2
177,27,36,23.61865862,48.67597668,13.11921699,0,1.62
178,24,17,29.85900728,4.131803815,14.13925173,0,0.72
179,17,18,3.184358682,20.62044662,14.06195881,0,0.5
180,45,16,34.22810782,4.017025876,16.11289328,0,2.73
181,5,31,13.59889577,44.56428032,16.06022133,0,0.79
182,48,9,40.7858985,16.82007834,10.6394025,0,3.67
183,13,28,5.329251842,16.40063499,13.90631676,0,0.68
184,38,24,50.62233121,30.92165364,14.39557343,0,2.58
185,16,16,26.73571175,15.72804885,10.73915565,0,2.87
186,44,33,33.45292523,20.73263109,16.17804457,0,5.12
187,27,4,21.24630792,17.60619934,14.77273276,0,1.73
188,9,36,24.63688396,31.3138689,16.32396902,0,1.77
189,23,15,36.49419777,6.814825949,15.78259952,0,2.82
190,23,2,24.81083302,11.92844651,10.09223297,0,0.29
191,37,20,32.64522587,30.79477521,11.64006999,0,2.29
192,13,33,5.255167163,40.50602395,10.78530627,0,0.03
193,20,17,35.81296796,17.39609251,15.81792796,0,0.32
194,33,4,18.83255991,10.45045705,15.5667837,0,1.76
195,18,18,31.45617796,12.30415018,14.61203033,0,5.88
196,41,13,25.49612848,11.9543719,15.53909168,0,0.24
197,13,17,26.46582681,14.07063972,13.78077078,0,1.3
198,46,26,28.4329014,21.81207559,18.05939268,0,1.4
199,16,23,27.79424814,25.22968985,12.00315816,0,1.18
200,34,16,47.08406348,8.48323521,15.08954837,0,0.85
201,39,46,27.10214613,44.6772922,11.9711521,0,0.83
202,30,43,20.80712302,25.34896882,19.90145444,0,0.62
203,11,18,21.60258803,31.36186343,17.0573816,0,1.34
204,19,33,33.307074,32.58809042,14.31300233,0,4.99
205,31,17,44.07433663,8.793053409,15.43671761,0,0.29
206,36,42,20.48352495,46.94863181,16.28649608,0,0.56
207,5,7,10.26623555,20.48248452,14.47448188,0,1.5
208,31,20,21.86060968,30.50772641,13.92626188,0,1.26
209,28,44,12.65993888,42.30586844,15.43332618,0,2.59
210,12,46,28.44133783,48.13558754,16.57945487,0,0.18
211,5,15,21.0005694,19.60977595,16.65137398,0,0.64
212,38,2,28.17424493,11.21364704,13.46984612,0,0.37
213,14,16,25.12218492,6.716166902,14.48766905,0,0.14
214,22,25,6.767284315,31.31430221,16.48957366,0,0.56
215,10,26,1.363101741,9.416490744,18.6978285,0,0.88
216,47,16,38.90009204,34.45198344,20.151531,0,2.86
217,33,46,44.21017231,39.47607082,12.97033597,0,4.09
218,46,18,28.69077243,20.46375146,17.48369041,0,0.45
219,16,14,2.226189267,20.83087418,15.37461233,0,0.32
220,38,40,23.27500788,47.23053874,16.40445315,0,0.2
221,32,9,15.74053947,17.43048532,18.31510687,0,0.22
222,24,31,40.48996622,31.88306063,16.51359385,0,1.49
223,47,10,35.28521881,1.633800595,14.39546424,0,0.85
224,14,14,27.31264367,6.242667003,15.40787775,0,0.24
225,18,5,33.62514397,9.926941949,16.38352468,0,1.21
226,4,40,14.31785506,35.74768202,11.15976439,0,0.12
227,34,41,46.46613242,44.26951691,12.88775382,0,0.21
228,13,8,21.84110455,20.11852744,15.00079455,0,0.42
229,16,43,29.33108556,45.00010888,13.4802922,0,1.55
230,40,34,35.67586633,50.50245304,17.05957468,0,0.13
231,40,28,39.12045766,46.80047058,18.82103315,0,1.09
232,31,5,44.70880939,13.70642629,16.23986803,0,1.47
233,16,34,23.93446746,43.89852038,12.68607424,0,0.14
234,9,29,12.67975023,14.36600163,15.08954837,0,0.6
235,29,33,15.16544014,40.22099041,15.60569605,0,0.7
236,33,14,41.90811651,27.79907099,16.42464307,0,2.54
237,49,11,44.10745912,26.29999374,16.06321154,0,0.51
238,36,47,43.09977537,35.00519604,13.93851256,0,0.52
239,41,47,36.40835678,36.87315691,11.11917885,0,0.12
240,20,47,24.24736518,32.96616083,14.66249477,0,3.23
241,26,36,10.46034888,46.93786501,19.00309575,0,0.26
242,32,37,41.98702251,27.91548023,13.50070806,0,0.68
243,37,40,32.31479798,27.66665578,13.19327471,0,2.14
244,18,9,7.266471957,23.47618619,18.0213371,0,0.27
245,28,30,14.62805148,30.04734098,13.37203232,0,0.76
246,46,23,40.87040804,39.0413018,16.84149866,0,0.86
247,12,40,13.11237066,28.64275424,11.41159059,0,0.1
248,41,21,25.46936454,11.90685862,17.99682911,0,0.15
249,28,4,23.15786462,17.8231085,14.64665845,0,1.3
250,19,21,6.133270002,11.29849643,16.11433872,0,0.98
251,27,16,23.38439851,31.01114948,15.44043985,0,2.62
252,3,30,12.93407656,20.94136773,13.44413239,0,2.07
253,19,22,6.345386461,17.7744324,13.34146414,0,2.29
254,41,27,23.88323537,40.36656243,21.71747275,0,0.68
255,44,47,39.95118105,33.63044015,13.96918271,0,0.8
256,41,49,27.57237986,50.83085461,13.55186375,0,0.15
257,22,31,23.00395062,16.99184043,14.04408955,0,0.45
258,34,33,48.66781929,23.16163582,17.66177603,0,0.65
259,21,30,19.33331146,13.77524285,16.31013781,0,1.64
260,26,5,32.88763436,18.40897817,15.07448847,0,0.46
261,7,48,3.91670165,33.70509942,14.62364221,0,1.7
262,43,35,33.08166254,49.92662174,17.92142446,0,2.02
263,38,21,31.72858939,35.48798308,15.78709108,0,2.5
264,5,22,19.42531136,14.08189982,16.45557408,0,0.64
265,24,48,39.30758045,43.74697111,15.88742503,0,0.03
266,49,25,33.93870491,27.34360794,15.2425427,0,0.03
267,36,6,42.73423777,21.54979257,16.94538306,0,0.21
268,15,19,25.37544489,7.903696743,15.19137264,0,0.07
269,16,35,30.89444072,34.53160718,14.90180379,0,0.28
270,45,2,40.96169917,15.74347121,14.32448514,0,0.46
271,27,41,17.75091698,30.80554396,13.76489995,0,7.09
272,36,36,30.23860022,27.11622609,10.58844494,0,0.51
273,5,23,12.38596073,9.360254872,15.51112707,0,0.51
274,31,39,19.33315736,28.74122966,15.5356875,0,1.26
275,15,48,31.49100573,44.39533371,16.88036993,0,0.02
276,35,33,47.26677288,39.75913364,14.005699,0,0.7
277,28,9,35.01418195,16.79002524,10.48252077,0,1.05
278,29,24,29.78582416,5.459408969,18.55723674,0,0.58
279,3,28,7.611531663,43.5039354,16.17523531,0,0.11
280,40,41,40.32684906,27.69459527,13.30941867,0,0.92
281,18,32,27.02436443,47.83452919,18.22557182,0,1.03
282,20,47,25.89418124,37.43851393,11.2322477,0,1.64
283,11,12,28.3582374,15.45687331,17.69910672,0,3.35
284,30,15,18.27629921,5.729606185,14.94608182,0,0.43
285,8,25,22.8879631,29.38739711,15.52097609,0,0.43
286,13,12,3.406645674,24.01669376,15.37639021,0,0.01
287,48,16,32.81374641,17.21728262,15.23496226,0,2.12
288,29,14,41.09333776,17.72436984,12.65384324,0,1.24
289,6,39,17.8743894,27.59114894,16.46702785,0,2.12
290,19,27,32.99056124,23.29442663,14.4729775,0,1.61
291,33,15,43.43624748,24.15278542,13.88123707,0,0.63
292,14,45,23.020983,38.83151094,10.92832978,0,0.27
293,36,16,30.32444092,3.190387316,14.0106441,0,0.14
294,41,47,31.66812203,37.27198215,13.4802922,0,0.15
295,26,25,22.48403241,13.94907111,11.59676927,0,5.04
296,29,22,20.73630903,35.09406343,15.48363929,0,0.11
297,32,16,35.11201668,1.525328041,14.80543063,0,0.22
298,26,15,37.2792385,22.16341265,13.36172526,0,0.04
299,15,31,18.66270308,15.62883782,15.80151957,0,1.81
300,42,33,50.96020184,24.04040886,12.67120714,0,2.64
301,6,29,15.31589335,43.54058281,17.26888582,0,1.32
302,23,22,22.24683429,37.81737453,15.83529588,0,0.18
303,11,23,1.908702438,30.16140089,11.57313069,0,2.07
304,12,28,13.19161284,42.16414256,14.21417868,0,0.67
305,9,40,23.09847833,47.25366025,15.85505214,0,0.86
306,27,17,27.16948249,31.49472431,14.49571514,0,1.41
307,33,7,33.08916596,20.85790652,13.85819338,0,0.77
308,9,22,13.6943787,8.423659401,14.36503447,0,2
309,12,40,14.65052568,26.04958498,14.19997767,0,1.46
310,2,38,18.48038884,33.8027761,17.00646655,0,0.12
311,22,36,32.2378224,22.07775115,17.28126212,0,0.65
312,44,27,32.52181878,39.29537003,16.82036766,0,0.54
313,39,26,43.76422921,44.92107195,19.51165917,0,2.49
314,31,8,10.41096038,12.30523169,21.03434269,0,0.75
315,21,40,20.22564269,24.93134982,15.08853364,0,1.35
316,13,31,26.00319725,25.65297028,14.05965382,0,0.18
317,28,16,25.27623392,5.628502766,10.72319246,0,0.96
318,19,44,16.46284845,29.77111654,14.4533132,0,1.85
319,44,9,45.30405954,23.56538156,14.62364221,0,0.44
320,19,29,6.001522838,20.53627419,15.51112707,0,1.31
321,41,24,46.66736674,15.8678331,9.912173542,0,0.69
322,18,39,31.36983655,33.57603336,14.42816494,0,0.75
323,5,34,7.280066848,19.6290266,14.55072442,0,1.12
324,19,2,25.48087538,16.82997365,16.18424741,0,0.31
325,32,11,14.01118201,17.30739976,19.06255137,0,2.15
326,36,49,48.60704169,50.99322332,12.76363738,0,1.95
327,24,26,10.77331211,11.38089119,19.71455338,0,0.33
328,34,34,19.65392913,31.53061474,14.55704684,0,0.61
329,12,41,22.83433775,28.11421325,16.83527175,0,0.11
330,20,22,28.06462895,4.772992282,19.02125219,0,1.72
331,28,18,14.95585837,28.5807018,16.79585906,0,1.27
332,27,31,36.73615752,22.96734813,12.62205448,0,2.13
333,19,11,12.92954182,24.11948635,14.45584258,0,0.82
334,44,43,49.63498236,30.15620222,14.0255541,0,2.43
335,36,13,38.7301261,26.60601463,13.87721956,0,0.36
336,49,14,37.25716341,6.391400898,13.99231901,0,0.3
337,18,42,7.536685067,36.13516874,11.99488245,0,1.59
338,37,19,35.4193474,5.16482267,13.92517843,0,1.67
339,32,25,44.15066328,35.42716162,16.01138088,0,0.45
340,32,46,46.22320857,43.07289224,14.52128168,0,0.08
341,7,12,16.70490157,21.74403788,13.75250482,0,2.59
342,37,31,26.44818741,21.49674821,14.20044167,0,3.18
343,44,37,39.21935588,18.25553968,19.34449148,0,1.89
344,32,9,21.17820345,20.73081593,15.96005397,0,1.18
345,19,18,29.51925577,18.84075988,10.55280148,0,0.75
346,6,28,11.49609277,17.22394261,12.0967123,0,0.28
347,15,28,23.78132889,17.86182048,13.41247259,0,0.29
348,22,43,6.532971372,47.16439452,16.01783869,0,3.33
349,39,25,39.68120897,9.553692208,15.46132174,0,1.92
350,45,33,44.74142034,16.15718272,16.84480209,0,1.93
351,7,21,25.02968906,13.18738995,19.64959448,0,0.72
352,40,49,33.34056891,33.58448953,16.79243834,0,0.13
353,25,36,23.04608853,47.10617625,11.27674248,0,1.11
354,34,15,22.47202862,2.621760696,16.91493223,0,0.28
355,39,33,50.88967032,16.39064277,20.42633124,0,1.17
356,14,2,1.374108143,13.81954553,17.29493572,0,0.72
357,11,9,26.10352646,7.111867419,15.22108919,0,0.4
358,18,14,27.60771234,24.73460598,14.40624524,0,0.69
359,46,29,48.36626672,11.45294051,17.70588927,0,2.18
360,17,45,25.80115305,34.2093074,13.92477439,0,3.8
361,19,13,22.71459126,27.04908512,14.53186089,0,0.29
362,7,42,10.97677393,28.34601654,14.22132185,0,1.95
363,30,19,39.97512895,8.493185499,14.48779999,0,0.86
364,33,12,35.26792983,27.78306024,15.94517157,0,2.23
365,14,20,30.5222113,24.78457707,17.20103613,0,1.6
366,31,8,45.86245626,2.193531426,15.95643078,0,0.35
367,8,26,21.79538568,25.65248432,13.79976207,0,0.21
368,37,19,40.95578261,35.2310386,16.70613152,0,2.67
369,47,8,32.47662419,9.247224906,14.57683144,0,2.24
370,5,8,12.01437509,20.33746344,14.1920563,0,0.08
371,12,18,14.19083735,35.56368056,17.69979217,0,0.82
372,29,26,39.5897559,35.77395655,14.41086939,0,0.4
373,41,14,26.12105322,20.00306677,16.04430951,0,0.21
374,34,31,16.24757368,27.01296641,18.19464419,0,0.14
375,8,40,3.052759458,27.52583584,13.41938748,0,0.04
376,42,19,32.87204469,30.63058531,14.78479228,0,0.84
377,11,4,21.85100156,7.129774634,11.29334867,0,1.09
378,24,29,28.49924665,45.12373994,16.73971954,0,2.52
379,39,33,25.25618384,24.8615904,15.9726702,0,0.03
380,7,8,3.754722241,20.51868344,12.93248866,0,2.37
381,4,13,10.92886513,2.197363834,12.83378822,0,0.59
382,14,21,17.28973382,30.17349301,9.745528341,0,0.39
383,38,37,49.66077706,27.37947336,15.117151,0,0.9
384,20,45,10.57511564,35.82422936,13.1538288,0,0.1
385,46,9,33.16299134,4.235857791,13.69254697,0,2.9
386,16,8,12.56543835,23.86738822,16.23484594,0,3.78
387,9,14,17.78739465,24.66612596,13.8197159,0,1.78
388,16,36,30.84787445,40.34654692,15.47100015,0,5.27
389,27,32,16.47526707,42.47037324,14.8458317,0,0.13
390,9,41,21.63386283,31.29181612,15.93308897,0,1.17
391,27,31,43.9449807,28.88166226,17.07687693,0,5.37
392,43,23,30.54640064,13.55381798,15.63081865,0,4.69
393,14,34,21.19707875,45.50861142,13.57372754,0,0.05
394,34,30,43.56093919,18.99677573,14.57677957,0,3.25
395,14,5,16.85947803,18.5049998,13.80440633,0,0.16
396,37,12,23.72317028,19.36564068,15.18311134,0,1.65
397,29,19,20.26276799,6.834685575,14.97778683,0,1.88
398,26,14,40.59081928,2.976592989,18.28681245,0,0.39
399,16,19,29.52845134,18.92819831,13.52864188,0,1.33
400,22,26,38.99069266,19.23897125,18.28647442,0,0.39
401,17,29,2.565595782,35.51986201,15.83858029,0,0.22
402,49,47,39.29221144,39.65761133,12.17176364,0,1.03
403,41,11,26.23765618,11.47982171,14.77013961,0,0.76
404,33,29,33.49146694,11.80416692,17.20285485,0,2.7
405,10,29,15.36193805,44.47292055,16.37564198,0,5.36
406,41,28,35.63357939,39.60806637,12.78849776,0,0.95
407,30,49,22.81693127,37.80754436,13.2991556,0,1.9
408,24,34,35.09561814,40.44953788,12.83391136,0,2.23
409,26,39,11.89861707,39.86402152,14.12782834,0,0.22
410,18,20,32.74486091,25.68538342,15.80299047,0,1.03
411,17,35,27.20466452,27.13629615,12.88305151,0,4.22
412,40,3,42.42027798,17.16692995,14.37218319,0,0.67
413,17,22,23.00719155,35.74454164,14.99995917,0,1.08
414,3,9,15.01902095,23.85241457,19.10631004,0,1.47
415,33,8,27.51613974,21.55166514,14.61917752,0,0.99
416,18,36,9.355376486,26.38346298,12.93086617,0,1.44
417,30,20,34.17571284,5.752483309,14.84682827,0,2.31
418,20,32,26.98877474,48.5125665,17.93063928,0,7.55
419,37,34,25.56861456,24.52496097,14.84765765,0,2.07
420,24,16,38.21867154,16.11266609,14.2191179,0,7.18
421,46,28,41.86316591,11.52304345,16.98833404,0,1.44
422,23,44,20.60075414,25.55773844,18.59767168,0,0.44
423,33,46,42.13192438,32.52608955,16.27692556,0,1.88
424,33,48,17.83012174,50.05592567,15.3085609,0,1.03
425,17,26,7.643777448,32.24096494,11.24671258,0,0.12
426,43,14,30.74061678,18.51243339,13.06348085,0,0.44
427,28,32,41.62575883,27.48199708,14.35526573,0,1.32
428,12,25,11.89987785,14.53097167,10.46950709,0,0.99
429,26,42,42.48781547,39.17958888,16.72730635,0,1.49
430,29,22,19.2861795,15.91147505,11.46422457,0,0.46
431,4,20,6.597059066,4.96044889,15.26213659,0,1.44
432,33,46,22.88035154,36.83869102,13.65052626,0,0.74
433,7,19,13.83111238,32.82600302,15.42149331,0,1.28
434,4,22,6.261173889,35.07117213,13.26530996,0,1.97
435,19,18,5.38647477,22.67169457,14.39280373,0,1.36
436,24,23,13.31016137,10.8794344,16.16108785,0,2.75
437,43,13,27.72631963,16.56243604,15.6836304,0,0.33
438,21,26,29.42319017,41.6464367,17.76966838,0,2.19
439,23,18,16.65318404,9.464303604,10.63673755,0,1.64
440,37,25,32.7444984,9.358641953,16.20991596,0,12.4
441,36,45,19.8463323,42.62416513,16.32744841,0,2.26
442,30,28,41.82961925,38.38132171,15.73886057,0,6
443,26,32,41.05164326,27.58621233,15.68545462,0,0.47
444,25,13,18.43867219,24.31679353,13.08131639,0,3.53
445,40,11,48.89500451,23.01365383,14.94821004,0,24.34
446,13,25,22.39162892,12.54657492,15.59777195,0,0.2
447,20,27,17.61528775,9.776176973,17.38812618,0,0.49
448,39,7,29.69767807,20.60042474,16.47740108,0,4.76
449,37,35,49.6834982,38.47968062,13.15215966,0,1.16
450,27,13,36.68700858,1.706958745,14.87853877,0,0.31
451,46,15,32.24236518,12.42506882,13.99652765,0,1.88
452,36,45,23.01609815,40.03497459,13.90083395,0,1.88
453,9,47,23.38653727,45.3087534,14.4856056,0,0.86
454,26,27,11.87701954,25.94148527,14.16259265,0,1.75
455,42,21,42.53853741,37.12897861,16.13796684,0,0.49
456,7,16,17.90250571,4.081352829,16.15298056,0,0.37
457,2,23,11.84466826,10.28207152,16.08300961,0,0.3
458,44,17,41.13280908,30.66293832,13.96053965,0,1.71
459,15,22,7.779608298,7.499978865,16.19829217,0,5.06
460,25,20,36.72314719,30.86025334,15.98052823,0,0.47
461,11,27,12.96141018,40.52605705,13.66752901,0,0.95
